filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,H_strg,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u_star,TKE,L,(z-d)/L,bowen_ratio,T_star,model,x_peak,x_offset,x_10,x_30,x_50,x_70,x_90,un_Tau,Tau_scf,un_H,H_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,u_var,v_var,w_var,ts_var,w/ts_cov,u_mean,v_mean,w_mean,ts_mean,u_mean.1,v_mean.1,w_mean.1,ts_mean.1
FINO_MGC__2006_02_01_00_50.txt,2006-02-01,00:50,32.0347,0,5997,5997,-0.0866955,1,1.98788,1,1.15363,274.08,274.08,101300.0,1.28763,1005.17,0.0224946,-9999,-9999,-9999,651.842,-9999,-9999,-9999,-9999,-1.16403,2.52186,0.142376,2.78119,-1.21078e-14,1.10519e-14,2.78119,4.29982,318.046,114.777,2.9344,-9999,0.25948,0.3462,-772.271,-0.0517953,-9999,-0.00591911,0,890.601,-135.152,305.715,761.273,1160.99,1628.3,2439.5,-0.07157,1.21134,1.754,1.13334,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,1,0,0,3,0.268216,0.317515,0.10667,0.000407249,0.00135518,-1.85061,1.92952,0.0553667,272.827,-1.0172,-2.59242,0.184874,273.735
FINO_MGC__2006_02_01_01_50.txt,2006-02-01,01:50,32.0763,0,5997,5997,0.0372868,1,2.61724,1,-6.07453,273.844,273.844,101300.0,1.28874,1005.17,0.0224752,-9999,-9999,-9999,640.832,-9999,-9999,-9999,-9999,-0.249474,2.63116,0.109091,2.64521,-5.27346e-15,-1.44713e-16,2.64521,3.85045,336.519,95.4163,2.36359,-9999,0.170096,0.190071,-165.231,-0.242085,-9999,-0.011878,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0305495,1.22054,2.29767,1.13908,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,0,0,0,7,0.128827,0.152713,0.0986025,0.0016423,0.00177372,-0.957315,1.96138,0.122983,272.557,-1.40972,-1.89602,0.142338,273.454
FINO_MGC__2006_02_01_02_50.txt,2006-02-01,02:50,32.118,0,5997,5997,-0.278638,1,11.1481,1,1.13258,273.745,273.745,101300.0,1.2892,1005.17,0.0224671,-9999,-9999,-9999,636.264,-9999,-9999,-9999,-9999,-0.00741963,0.313288,0.0901108,0.326074,-1.75571e-15,3.7863e-14,0.326074,1.77335,352.654,91.3567,16.0425,-9999,0.4649,0.208183,-792.005,-0.0505048,-9999,-0.0185047,0,1067.79,-162.041,366.538,912.731,1391.97,1952.26,2924.84,-0.135104,2.0624,6.78496,1.64306,800009999,800009999,800009999,800009999,800019999,801019999,899999999,899999999,89999,89999,89,89,2,1,0,2,0.109505,0.0893176,0.217544,0.00172057,0.00523586,-0.444678,0.266759,0.0378153,272.389,-0.201344,-0.358029,0.0365608,273.303
FINO_MGC__2006_02_01_03_50.txt,2006-02-01,03:50,32.1596,0,5997,5997,-0.036432,1,3.04936,1,2.64635,273.739,273.739,101300.0,1.28923,1005.17,0.0224666,-9999,-9999,-9999,635.986,-9999,-9999,-9999,-9999,-0.805533,1.55143,0.17506,1.75683,-3.12252e-15,7.87685e-15,1.75683,3.50848,314.936,117.439,5.71875,-9999,0.168103,0.437143,-136.889,-0.292208,-9999,-0.0139979,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.0278128,1.3099,2.55236,1.19472,800009999,800009999,800009999,800009999,800009999,800019999,899999999,899999999,89999,89999,89,89,0,0,0,1,0.286372,0.477925,0.109988,0.00138669,0.00196957,-1.43482,0.685281,0.234997,272.329,-0.269909,-1.57797,0.257372,273.277
FINO_MGC__2006_02_01_04_50.txt,2006-02-01,04:50,32.2013,0,5997,5997,0.0241718,1,-0.725594,2,-4.50824,273.454,273.454,101300.0,1.29057,1005.16,0.0224432,-9999,-9999,-9999,623.01,-9999,-9999,-9999,-9999,-1.29172,0.785153,0.0776593,1.51362,3.54602e-15,-5.78469e-15,1.51362,3.14616,286.902,148.707,2.94096,-9999,0.136856,0.382581,310.414,0.12886,-9999,0.00408707,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0216614,1.11589,-0.688089,1.05451,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,2,1,0,0,0.191958,0.4321,0.141104,0.00134137,-0.000530427,-1.46296,0.161309,0.097769,271.936,0.415569,-1.4028,0.137702,273.175
FINO_MGC__2006_02_01_05_50.txt,2006-02-01,05:50,32.243,0,5997,5997,0.0399394,1,12.5399,1,-3.82361,273.345,273.345,101300.0,1.29109,1005.16,0.0224342,-9999,-9999,-9999,618.087,-9999,-9999,-9999,-9999,-1.91668,1.49654,-0.0224903,2.43183,1.23928e-14,-5.04687e-15,2.43183,3.91208,290.605,142.017,-0.529897,-9999,0.175883,0.275527,-38.1258,-1.04916,-9999,-0.0549389,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0322935,1.23676,10.9118,1.14921,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,0,0,0,2,0.284001,0.135869,0.131184,0.00189032,0.0084082,-2.21596,0.499082,-0.124329,271.792,0.372783,-2.33294,0.000423114,272.844
FINO_MGC__2006_02_01_06_50.txt,2006-02-01,06:50,32.2846,0,5997,5997,-0.00942813,1,6.30254,0,-2.56339,273.259,273.259,101300.0,1.2915,1005.16,0.0224272,-9999,-9999,-9999,614.243,-9999,-9999,-9999,-9999,-0.0755054,2.66494,0.0359184,2.66626,7.95009e-15,-3.61667e-16,2.66626,4.5738,341.809,91.6229,0.771883,-9999,0.085441,0.383752,-8.69618,-4.59972,-9999,-0.0568226,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.00773397,1.21906,5.53748,1.13816,800009999,800009999,800009999,800009999,800019999,800019999,899999999,899999999,89999,89999,89,89,0,0,0,0,0.310827,0.36278,0.0938983,0.00107277,0.00426563,-1.35651,2.17319,0.0990432,271.525,-1.63025,-2.05672,0.14298,272.65
FINO_MGC__2006_02_01_07_50.txt,2006-02-01,07:50,32.3263,0,5997,5997,0.156702,1,9.63055,1,3.28623,273.258,273.258,101300.0,1.2915,1005.16,0.0224271,-9999,-9999,-9999,614.227,-9999,-9999,-9999,-9999,-1.18889,1.18561,0.160347,1.68666,-1.35547e-14,-4.77379e-15,1.68666,3.19933,297.342,135.079,5.4552,-9999,0.34833,0.409439,-385.627,-0.103727,-9999,-0.0212976,0,886.267,-134.494,304.227,757.568,1155.34,1620.38,2427.62,0.118684,1.32033,8.01747,1.2012,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,1,0,0,3,0.212928,0.411363,0.194586,0.00121788,0.00617601,-1.64102,0.603836,0.0608793,271.488,0.0990401,-1.73206,0.168755,272.556
FINO_MGC__2006_02_01_08_50.txt,2006-02-01,08:50,32.3679,1,5997,5997,0.318635,1,-0.429618,1,0.808808,273.053,273.053,101300.0,1.29247,1005.16,0.0224103,-9999,-9999,-9999,605.15,-9999,-9999,-9999,-9999,-0.409174,0.220665,0.101313,0.475795,-4.94252e-14,-1.92606e-14,0.475795,2.54946,253.497,151.662,12.2944,-9999,0.49652,0.535055,25036.4,0.00159767,-9999,0.000666027,0,940.981,-142.798,323.008,804.337,1226.66,1720.41,2577.49,0.18225,1.74834,-0.330691,1.29915,800009999,800009999,800009999,800009999,800009999,800019999,899999999,899999999,89999,89999,89,89,0,1,0,0,0.417189,0.312542,0.34038,0.000389239,-0.000254547,-0.557466,-0.0593763,0.130702,271.368,0.290837,-0.348041,0.185408,272.324
FINO_MGC__2006_02_01_09_50.txt,2006-02-01,09:50,32.4096,1,5997,5997,0.0780861,1,8.70477,1,0.288237,273.143,273.143,101300.0,1.29205,1005.16,0.0224176,-9999,-9999,-9999,609.088,-9999,-9999,-9999,-9999,-1.29098,-0.214323,0.0546657,1.30979,1.75384e-14,-9.93381e-15,1.30979,2.60071,241.225,189.426,2.39199,-9999,0.245838,0.284063,-149.979,-0.266703,-9999,-0.0272645,0,698.223,-105.958,239.677,596.831,910.205,1276.57,1912.54,0.0560966,1.39199,6.98879,1.24553,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,1,1,0,2,0.141831,0.250361,0.175935,0.000624995,0.00538133,-1.01862,-0.601065,-0.0903947,271.585,0.998548,-0.658872,0.00154755,272.529
