filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,H_strg,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u_star,TKE,L,(z-d)/L,bowen_ratio,T_star,model,x_peak,x_offset,x_10,x_30,x_50,x_70,x_90,un_Tau,Tau_scf,un_H,H_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,u_var,v_var,w_var,ts_var,w/ts_cov,u_mean,v_mean,w_mean,ts_mean,u_mean.1,v_mean.1,w_mean.1,ts_mean.1
FINO_MGC__2006_02_01_10_20.txt,2006-02-01,10:20,32.4304,1,5997,5997,-0.0595907,0,2.53657,0,-2.26199,273.047,273.047,101300.0,1.2925,1005.16,0.0224098,-9999,-9999,-9999,604.864,-9999,-9999,-9999,-9999,-1.7531,0.275523,-0.00305043,1.77462,5.87574e-15,-7.76243e-15,1.77462,2.88186,260.107,171.068,-0.0984868,-9999,0.214721,0.270552,-342.942,-0.116638,-9999,-0.00909302,0,726.11,-110.19,249.25,620.668,946.558,1327.56,1988.93,-0.0455807,1.30737,2.12594,1.19315,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,0,0,0,6,0.252909,0.166496,0.121698,0.00129918,0.00163639,-1.75933,-0.409355,-0.162923,271.607,1.03814,-1.42536,-0.0488537,272.453
FINO_MGC__2006_02_01_11_20.txt,2006-02-01,11:20,32.4721,1,5997,5997,0.205389,1,7.56729,1,-3.56186,272.893,272.893,101300.0,1.29323,1005.16,0.0223971,-9999,-9999,-9999,598.117,-9999,-9999,-9999,-9999,-1.5959,0.451564,0.105662,1.66192,1.71083e-14,7.90192e-15,1.66192,3.83933,273.07,164.201,3.64521,-9999,0.398521,0.687326,-734.946,-0.0544258,-9999,-0.0146077,0,969.342,-147.101,332.744,828.579,1263.63,1772.27,2655.18,0.155107,1.32418,6.28727,1.20359,800009999,800009999,800009999,800009999,800009999,800019999,899999999,899999999,89999,89999,89,89,0,2,0,1,0.810886,0.36018,0.203588,0.00163015,0.00483675,-1.61591,-0.35299,0.131432,271.544,0.894005,-1.36741,0.182077,272.257
FINO_MGC__2006_02_01_12_20.txt,2006-02-01,12:20,32.5138,1,5997,5997,-0.0569764,1,14.693,1,-0.601669,272.843,272.843,101300.0,1.29346,1005.15,0.0223931,-9999,-9999,-9999,595.979,-9999,-9999,-9999,-9999,-2.67525,0.383256,0.112852,2.70492,1.58584e-15,1.20173e-14,2.70492,3.85726,260.007,171.847,2.39114,-9999,0.20988,0.248288,-55.2897,-0.723462,-9999,-0.0538461,0,617.996,-93.7833,212.138,528.254,805.62,1129.89,1692.79,-0.0468403,1.2164,12.9283,1.1365,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,3,1,0,1,0.151278,0.17131,0.173988,0.00158934,0.00994387,-2.45987,-0.812556,-0.136343,271.473,1.76052,-2.08917,0.0606362,272.259
FINO_MGC__2006_02_01_15_20.txt,2006-02-01,15:20,32.6387,1,5997,5997,0.139721,1,22.3924,0,-1.05135,272.432,272.432,101300.0,1.29541,1005.15,0.0223594,-9999,-9999,-9999,578.375,-9999,-9999,-9999,-9999,-2.87804,0.711468,0.145736,2.96825,-1.27734e-14,-4.68395e-15,2.96825,4.21872,265.906,166.115,2.81426,-9999,0.328418,0.391165,-139.002,-0.287766,-9999,-0.0523644,0,936.099,-142.057,321.332,800.163,1220.3,1711.49,2564.12,0.116442,1.19992,19.883,1.12621,800009999,800009999,800009999,800009999,800009999,801009999,899999999,899999999,89999,89999,89,89,1,0,0,4,0.202795,0.428668,0.150866,0.00386365,0.0152701,-2.9026,-0.542139,0.140201,271.117,1.64413,-2.45103,0.221185,271.908
FINO_MGC__2006_02_01_16_20.txt,2006-02-01,16:20,32.6804,1,5997,5997,-0.0788606,1,13.5427,0,1.28545,272.367,272.367,101300.0,1.29573,1005.15,0.022354,-9999,-9999,-9999,575.593,-9999,-9999,-9999,-9999,-3.1028,1.34738,0.235433,3.3909,-1.379e-14,9.71182e-15,3.3909,4.89104,275.342,156.527,3.9813,-9999,0.246702,0.344097,-97.4217,-0.410586,-9999,-0.042149,0,784.922,-119.115,269.438,670.939,1023.22,1435.09,2150.02,-0.0669283,1.17828,12.1711,1.11269,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,0,0,0,0,0.192067,0.3639,0.132228,0.00245935,0.00934512,-3.19167,0.0230169,0.067954,271.009,1.25602,-3.03206,0.259545,271.858
FINO_MGC__2006_02_01_17_20.txt,2006-02-01,17:20,32.7221,0,6000,6000,0.0503138,0,6.54754,1,1.8055,272.428,272.428,101300.0,1.29543,1005.15,0.022359,-9999,-9999,-9999,578.204,-9999,-9999,-9999,-9999,-1.76589,2.92551,0.0181195,3.41721,-1.70218e-14,-4.62814e-15,3.41721,5.44452,310.559,121.116,0.303808,-9999,0.197077,0.391759,-102.724,-0.389393,-9999,-0.0255151,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0427441,1.17709,5.88833,1.11195,800009999,800009999,800009999,800009999,800009999,800019999,899999999,899999999,89999,89999,89,89,0,1,0,0,0.35215,0.324023,0.107345,0.00247704,0.00452217,-2.94591,1.54624,0.0443415,270.928,-0.552654,-3.34857,0.114207,271.858
FINO_MGC__2006_02_01_18_20.txt,2006-02-01,18:20,32.7637,0,5997,5997,-0.0897749,1,13.2957,1,1.04173,272.494,272.494,101300.0,1.29512,1005.15,0.0223644,-9999,-9999,-9999,580.977,-9999,-9999,-9999,-9999,-0.815113,1.43779,0.170588,1.66155,6.46651e-15,1.46694e-15,1.66155,2.83578,312.871,119.55,5.89283,-9999,0.263283,0.212887,-120.613,-0.331638,-9999,-0.0387926,0,759.729,-115.292,260.79,649.405,990.383,1389.03,2081.02,-0.0677937,1.32424,11.0464,1.20362,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,0,0,0,1,0.116317,0.146061,0.163396,0.00159075,0.00848556,-1.12741,1.30805,0.182507,270.984,-0.581669,-1.5901,0.195053,271.947
FINO_MGC__2006_02_01_19_20.txt,2006-02-01,19:20,32.8054,0,5997,5997,0.0131679,1,4.16405,1,-4.77342,272.759,272.759,101300.0,1.29386,1005.15,0.0223861,-9999,-9999,-9999,592.302,-9999,-9999,-9999,-9999,-1.26204,1.86422,-0.0928821,2.25315,3.89124e-14,1.82726e-16,2.25315,3.55548,307.659,124.097,-2.36259,-9999,0.100882,0.341803,-21.6654,-1.84627,-9999,-0.0317382,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.010514,1.25241,3.59292,1.15896,800009999,800009999,800009999,800009999,800019999,800019999,899999999,899999999,89999,89999,89,89,0,0,0,2,0.180632,0.361291,0.141682,0.00120658,0.00276266,-1.67207,1.2861,-0.233402,271.215,-0.466399,-2.10349,-0.143583,272.097
FINO_MGC__2006_02_01_20_20.txt,2006-02-01,20:20,32.847,0,6000,6000,-0.0251338,0,8.13665,0,9.05298,272.996,272.996,101300.0,1.29274,1005.16,0.0224056,-9999,-9999,-9999,602.63,-9999,-9999,-9999,-9999,-0.419544,2.06146,0.111074,2.10665,-2.77845e-14,-4.02386e-15,2.10665,3.75642,331.653,101.504,3.02236,-9999,0.139436,0.408857,-29.2765,-1.36628,-9999,-0.0449084,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.0198383,1.26693,6.96625,1.16801,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,0,0,0,5,0.435495,0.281529,0.10069,0.00207872,0.00536111,-1.05127,1.7243,-0.112185,271.625,-1.14241,-1.75626,0.0543512,272.388
FINO_MGC__2006_02_01_21_20.txt,2006-02-01,21:20,32.8887,0,5997,5997,-0.0527211,1,13.3085,1,3.10021,273.13,273.13,101300.0,1.29211,1005.16,0.0224166,-9999,-9999,-9999,608.517,-9999,-9999,-9999,-9999,-0.725533,2.22004,0.0690774,2.33661,2.77887e-15,4.3977e-15,2.33661,4.14989,323.329,108.098,1.69409,-9999,0.201996,0.361579,-54.4182,-0.735048,-9999,-0.0507287,0,564.139,-85.6102,193.651,482.217,735.412,1031.43,1545.26,-0.0423517,1.24484,11.5301,1.15425,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,0,0,0,0,0.372911,0.147821,0.202425,0.00127952,0.00887767,-1.70465,1.87345,0.125904,271.811,-1.04573,-2.2569,0.166601,272.525
